SaleID	Date	StoreID	CustomerID	EmployeeID	ProductID	Quantity	Discount	SalesAmount	Profit
SA01049	28/07/2025	S03	C0192	E139	P042	1	20	305.76	-1.24
SA01050	10/03/2026	S09	C0232	E011	P009	2	5	1271.92	293.92
SA01051	24/10/2025	S11	C0086	E001	P029	1	15	170.14	66.14
SA01052	7/10/2025	S10	C0129	E098	P080	1	15	102.68	30.68
SA01053	7/06/2026	S05	C0024	E042	P036	3	5	1868.03	686.03
SA01054	13/03/2025	S05	C0046	E102	P056	5	20	1508.8	533.8
SA01055	14/10/2025	S07	C0108	E130	P100	1	5	895.84	406.84
SA01056	25/09/2025	S08	C0140	E063	P045	3	10	203.82	71.82
SA01057	4/08/2025	S08	C0169	E005	P002	3	10	1151.47	392.47
SA01058	3/05/2026	S01	C0005	E045	P095	2	0	1121.72	545.72
SA01059	16/05/2026	S07	C0276	E021	P044	4	20	95.65	-0.35
SA01060	1/02/2025	S11	C0228	E032	P033	1	20	331.1	18.1
SA01061	2/01/2026	S07	C0091	E003	P075	3	15	362.79	53.79
SA01062	15/01/2026	S04	C0228	E003	P047	1	15	340.93	99.93
SA01063	15/10/2025	S11	C0184	E050	P051	2	0	602.92	132.92
SA01064	7/11/2025	S04	C0120	E127	P089	1	20	551.29	199.29
SA01065	15/10/2025	S08	C0108	E002	P085	3	0	1175.19	479.19
SA01066	24/04/2025	S05	C0257	E127	P006	2	15	700.18	192.18
SA01067	18/07/2025	S11	C0090	E017	P058	2	20	617.97	-4.03
SA01068	8/03/2025	S03	C0133	E146	P088	5	5	4143.9	1808.9
SA01069	8/10/2025	S04	C0012	E137	P065	2	20	1379.87	379.87
SA01070	10/04/2026	S01	C0219	E014	P058	5	10	1738.04	183.04
SA01071	21/02/2026	S05	C0063	E133	P034	3	15	147.11	18.11
SA01072	6/01/2026	S09	C0023	E058	P058	4	15	1313.18	69.18
SA01073	7/03/2026	S09	C0230	E081	P074	1	10	606	115
SA01074	19/07/2025	S06	C0042	E147	P084	1	15	282.67	91.67
SA01075	10/03/2026	S02	C0128	E051	P097	1	5	180.57	30.57
SA01076	15/11/2025	S02	C0050	E008	P022	2	10	805.95	325.95
SA01077	25/01/2025	S10	C0172	E065	P081	4	15	402.32	50.32
SA01078	30/04/2026	S04	C0175	E014	P042	2	0	764.4	150.4
SA01079	31/08/2025	S02	C0225	E025	P010	3	20	1334.76	146.76
SA01080	8/05/2025	S02	C0032	E009	P053	4	20	366.43	-5.57
SA01081	8/03/2025	S03	C0032	E114	P092	4	10	2070.65	378.65
SA01082	19/03/2026	S02	C0053	E015	P023	1	10	69.72	19.72
SA01083	29/10/2025	S07	C0206	E025	P046	5	0	2672.05	1077.05
SA01084	27/08/2025	S10	C0006	E117	P047	5	15	1704.63	499.63
SA01085	15/03/2026	S10	C0052	E087	P098	4	15	763.5	187.5
SA01086	14/06/2026	S06	C0099	E028	P040	1	15	108.16	26.16
SA01087	11/03/2025	S10	C0100	E147	P087	1	0	183.84	56.84
SA01088	20/09/2025	S06	C0216	E124	P058	2	20	617.97	-4.03
SA01089	10/07/2025	S04	C0071	E012	P013	5	15	2075.4	690.4
SA01090	16/11/2025	S10	C0224	E132	P040	1	5	120.89	38.89
SA01091	30/05/2025	S03	C0241	E080	P045	3	10	203.82	71.82
SA01092	26/10/2025	S06	C0005	E133	P042	5	10	1719.9	184.9
SA01093	28/02/2025	S04	C0260	E144	P039	5	5	4197.2	1962.2
SA01094	19/12/2025	S04	C0103	E052	P080	1	15	102.68	30.68
SA01095	13/07/2025	S11	C0244	E120	P099	1	10	134.27	54.27
SA01096	10/12/2025	S10	C0154	E108	P027	5	10	2420.14	405.14
SA01097	18/04/2025	S08	C0022	E127	P056	3	5	1075.02	490.02
SA01098	17/08/2025	S04	C0239	E055	P048	2	0	1141.58	215.58
SA01099	6/12/2025	S07	C0106	E103	P057	2	15	661.96	233.96
SA01100	7/01/2026	S01	C0038	E092	P005	2	0	522.78	222.78
SA01101	28/04/2025	S03	C0149	E113	P016	1	20	32.22	6.22
SA01102	4/01/2026	S01	C0016	E051	P006	2	20	658.99	150.99
SA01103	28/06/2025	S04	C0135	E045	P072	2	10	963.86	267.86
SA01104	9/09/2025	S03	C0101	E006	P097	3	20	456.17	6.17
SA01105	14/04/2025	S01	C0071	E098	P006	2	10	741.37	233.37
SA01106	4/08/2025	S05	C0234	E062	P003	1	10	177.87	33.87
SA01107	25/06/2025	S09	C0223	E017	P096	3	10	1907.2	593.2
SA01108	14/05/2025	S04	C0099	E137	P059	1	5	468.49	132.49
SA01109	22/11/2025	S10	C0220	E063	P091	4	10	1529.86	481.86
SA01110	13/07/2025	S09	C0151	E039	P040	1	20	101.8	19.8
SA01111	24/02/2025	S11	C0144	E033	P051	3	5	859.16	154.16
SA01112	16/05/2026	S04	C0042	E121	P043	5	20	243.32	33.32
SA01113	21/06/2025	S09	C0199	E131	P057	5	0	1946.95	876.95
SA01114	16/06/2026	S08	C0092	E083	P004	3	15	237.15	48.15
SA01115	10/05/2026	S08	C0243	E069	P072	3	20	1285.15	241.15
SA01116	7/02/2025	S04	C0113	E052	P011	5	15	338.34	8.34
SA01117	10/02/2026	S04	C0157	E109	P080	4	5	459.04	171.04
SA01118	10/06/2025	S06	C0131	E141	P024	4	20	639.23	123.23
SA01119	28/03/2025	S05	C0228	E133	P077	1	5	455.63	191.63
SA01120	12/02/2025	S08	C0263	E087	P022	3	5	1276.09	556.09
SA01121	24/04/2026	S07	C0210	E095	P010	4	15	1890.91	306.91
SA01122	7/10/2025	S07	C0013	E046	P075	4	10	512.17	100.17
SA01123	29/09/2025	S11	C0039	E092	P089	4	5	2618.62	1210.62
SA01124	29/05/2026	S09	C0280	E021	P087	1	10	165.46	38.46
SA01125	11/04/2025	S02	C0037	E093	P007	3	5	109.84	25.84
SA01126	25/07/2025	S06	C0101	E085	P039	1	20	706.9	259.9
SA01127	9/10/2025	S04	C0071	E140	P035	3	10	1090.23	319.23
SA01128	3/11/2025	S05	C0178	E104	P080	3	0	362.4	146.4
SA01129	13/01/2025	S08	C0263	E039	P002	4	20	1364.7	352.7
SA01130	21/08/2025	S04	C0243	E060	P061	4	5	798.91	198.91
SA01131	25/04/2026	S08	C0175	E022	P095	5	20	2243.44	803.44
SA01132	16/03/2026	S07	C0108	E113	P070	3	5	2393.57	1106.57
SA01133	31/01/2025	S06	C0072	E148	P032	4	20	355.14	39.14
SA01134	10/01/2025	S08	C0182	E087	P015	2	10	112	30
SA01135	12/03/2026	S11	C0207	E138	P055	2	15	780.45	236.45
SA01136	24/01/2025	S10	C0017	E036	P026	3	10	1533.71	375.71
SA01137	5/02/2026	S07	C0105	E101	P079	2	10	605.7	251.7
SA01138	31/01/2026	S04	C0244	E028	P045	1	20	60.39	16.39
SA01139	8/04/2026	S11	C0156	E024	P052	3	20	1125.5	15.5
SA01140	1/07/2025	S01	C0251	E007	P055	2	0	918.18	374.18
SA01141	13/03/2025	S07	C0146	E053	P021	2	5	321.82	137.82
SA01142	21/06/2026	S02	C0233	E015	P019	2	10	1134.11	398.11
SA01143	12/01/2025	S03	C0168	E106	P063	3	20	531.38	6.38
SA01144	24/04/2025	S03	C0275	E108	P041	4	5	1496.74	572.74
SA01145	3/02/2026	S04	C0067	E053	P053	4	0	458.04	86.04
SA01146	2/05/2026	S03	C0159	E052	P051	3	15	768.72	63.72
SA01147	10/10/2025	S04	C0004	E037	P033	5	15	1758.99	193.99
SA01148	13/02/2026	S10	C0127	E135	P100	4	0	3771.96	1815.96
SA01149	18/05/2026	S08	C0237	E148	P067	3	20	1475.69	20.69
SA01150	22/10/2025	S11	C0234	E089	P089	1	0	689.11	337.11
SA01151	29/06/2025	S07	C0128	E046	P055	3	15	1170.68	354.68
SA01152	14/04/2026	S07	C0094	E146	P020	5	15	408.04	93.04
SA01153	14/02/2025	S04	C0081	E071	P057	1	15	330.98	116.98
SA01154	10/03/2025	S04	C0253	E106	P030	5	10	1475.42	555.42
SA01155	13/01/2026	S02	C0054	E130	P076	5	0	529.95	109.95
SA01156	7/04/2026	S03	C0130	E054	P043	3	15	155.12	29.12
SA01157	19/04/2026	S01	C0038	E119	P004	5	0	465	150
SA01158	13/02/2026	S04	C0204	E010	P041	4	10	1417.97	493.97
SA01159	28/04/2025	S03	C0168	E119	P001	1	10	201.46	57.46
SA01160	11/03/2025	S02	C0125	E113	P078	4	15	2519.06	691.06
SA01161	13/10/2025	S03	C0088	E005	P068	2	15	574.28	180.28
SA01162	1/07/2025	S05	C0064	E137	P062	5	0	4793.45	2303.45
SA01163	21/03/2025	S11	C0006	E070	P087	4	5	698.59	190.59
SA01164	2/01/2026	S03	C0111	E009	P092	2	15	977.81	131.81
SA01165	29/03/2026	S01	C0268	E027	P059	5	5	2342.46	662.46
SA01166	31/03/2026	S01	C0003	E013	P026	4	10	2044.94	500.94
SA01167	13/09/2025	S06	C0123	E052	P084	4	5	1263.69	499.69
SA01168	8/03/2026	S01	C0008	E087	P018	1	0	461.48	162.48
SA01169	14/08/2025	S02	C0086	E043	P010	2	0	1112.3	320.3
SA01170	9/06/2026	S02	C0168	E083	P086	1	15	538.06	132.06
SA01171	1/08/2025	S09	C0203	E110	P016	5	5	191.28	61.28
SA01172	7/08/2025	S02	C0183	E083	P088	1	5	828.78	361.78
SA01173	16/02/2026	S11	C0162	E004	P100	2	0	1885.98	907.98
SA01174	15/04/2026	S04	C0034	E072	P054	4	5	1734.13	818.13
SA01175	14/02/2025	S02	C0112	E106	P033	5	10	1862.46	297.46
SA01176	27/05/2026	S02	C0275	E146	P004	3	20	223.2	34.2
SA01177	8/04/2025	S10	C0167	E100	P060	2	10	157.07	51.07
SA01178	29/06/2025	S11	C0163	E124	P071	2	10	1377.31	433.31
SA01179	19/01/2025	S10	C0230	E098	P023	1	10	69.72	19.72
SA01180	31/05/2026	S10	C0007	E060	P040	5	5	604.44	194.44
SA01181	8/05/2025	S05	C0122	E110	P048	1	20	456.63	-6.37
SA01182	23/03/2025	S01	C0071	E096	P073	2	20	33.38	5.38
SA01183	26/07/2025	S03	C0193	E053	P028	4	10	1529.32	213.32
SA01184	31/03/2026	S06	C0069	E072	P061	1	5	199.73	49.73
SA01185	18/06/2026	S07	C0148	E007	P050	3	0	1191.21	447.21
SA01186	17/12/2025	S04	C0106	E139	P034	2	10	103.84	17.84
SA01187	16/08/2025	S10	C0196	E134	P076	1	5	100.69	16.69
SA01188	29/03/2026	S11	C0004	E017	P056	3	5	1075.02	490.02
SA01189	17/07/2025	S01	C0073	E053	P040	4	0	509	181
SA01190	27/06/2025	S10	C0105	E061	P029	2	0	400.34	192.34
SA01191	13/03/2026	S08	C0160	E043	P088	5	0	4362	2027
SA01192	11/03/2026	S03	C0128	E078	P026	2	5	1079.28	307.28
SA01193	5/04/2026	S11	C0104	E070	P047	3	20	962.62	239.62
SA01194	4/01/2026	S07	C0194	E043	P016	4	0	161.08	57.08
SA01195	9/03/2026	S09	C0222	E040	P100	4	15	3206.17	1250.17
SA01196	26/01/2026	S07	C0043	E077	P092	4	0	2300.72	608.72
SA01197	6/06/2025	S09	C0090	E066	P018	5	20	1845.92	350.92
SA01198	10/11/2025	S08	C0146	E097	P014	4	15	1846.88	682.88
SA01199	8/05/2026	S02	C0171	E035	P045	5	20	301.96	81.96
SA01200	8/06/2025	S04	C0003	E004	P068	4	5	1283.68	495.68
SA01201	19/05/2026	S07	C0213	E102	P087	5	10	827.28	192.28
SA01202	17/05/2026	S05	C0037	E105	P094	3	15	1345.46	346.46
SA01203	30/01/2026	S10	C0084	E050	P055	1	0	459.09	187.09
SA01204	23/12/2025	S09	C0251	E095	P042	4	10	1375.92	147.92
SA01205	11/03/2026	S04	C0125	E123	P088	1	15	741.54	274.54
SA01206	29/01/2025	S11	C0076	E067	P012	1	10	271.47	46.47
SA01207	31/05/2025	S05	C0127	E149	P074	5	15	2861.65	406.65
SA01208	30/04/2025	S02	C0197	E102	P028	2	0	849.62	191.62
SA01209	15/06/2026	S04	C0217	E043	P007	5	0	192.7	52.7
SA01210	6/11/2025	S09	C0273	E098	P074	4	10	2423.99	459.99
SA01211	26/02/2026	S02	C0056	E147	P057	5	10	1752.26	682.26
SA01212	3/10/2025	S04	C0204	E079	P099	3	5	425.19	185.19
SA01213	19/05/2026	S01	C0050	E018	P074	1	5	639.66	148.66
SA01214	3/03/2026	S11	C0148	E111	P052	4	20	1500.67	20.67
SA01215	19/01/2026	S03	C0069	E051	P004	2	5	176.7	50.7
SA01216	30/05/2026	S02	C0231	E146	P093	4	5	541.04	241.04
SA01217	25/07/2025	S01	C0094	E050	P079	2	5	639.35	285.35
SA01218	28/03/2026	S11	C0056	E043	P016	3	15	102.69	24.69
SA01219	29/03/2025	S07	C0064	E071	P066	1	10	240.43	35.43
SA01220	31/01/2025	S10	C0121	E123	P059	1	10	443.84	107.84
SA01221	10/01/2025	S01	C0137	E002	P091	4	0	1699.84	651.84
SA01222	10/04/2025	S04	C0268	E002	P011	5	0	398.05	68.05
SA01223	17/06/2026	S05	C0249	E122	P096	4	20	2260.38	508.38
SA01224	16/03/2026	S06	C0190	E088	P076	3	20	254.38	2.38
SA01225	5/01/2026	S11	C0205	E097	P091	3	5	1211.14	425.14
SA01226	31/12/2025	S06	C0052	E001	P020	5	0	480.05	165.05
SA01227	23/05/2025	S01	C0063	E136	P092	4	15	1955.61	263.61
SA01228	13/01/2026	S08	C0244	E132	P006	3	5	1173.83	411.83
SA01229	4/01/2025	S11	C0165	E005	P054	4	5	1734.13	818.13
SA01230	30/11/2025	S11	C0228	E060	P097	3	0	570.21	120.21
SA01231	14/02/2026	S10	C0042	E090	P039	5	15	3755.38	1520.38
SA01232	13/04/2025	S07	C0151	E050	P098	4	15	763.5	187.5
SA01233	1/06/2026	S01	C0066	E128	P055	2	20	734.54	190.54
SA01234	24/04/2026	S03	C0229	E030	P071	1	10	688.65	216.65
SA01235	4/09/2025	S04	C0109	E044	P066	4	20	854.88	34.88
SA01236	22/03/2026	S01	C0083	E084	P026	1	0	568.04	182.04
SA01237	14/08/2025	S05	C0244	E032	P007	4	10	138.74	26.74
SA01238	19/05/2026	S02	C0171	E058	P074	2	20	1077.33	95.33
SA01239	8/03/2025	S11	C0176	E097	P077	5	20	1918.44	598.44
SA01240	24/03/2026	S04	C0115	E067	P037	4	20	2914.88	1002.88
SA01241	31/03/2025	S02	C0046	E088	P090	1	10	393.8	152.8
SA01242	29/04/2025	S10	C0189	E033	P030	5	5	1557.38	637.38
SA01243	2/01/2025	S05	C0032	E138	P076	3	15	270.27	18.27
SA01244	10/03/2026	S06	C0187	E033	P066	2	15	454.16	44.16
SA01245	16/08/2025	S02	C0203	E003	P024	5	20	799.04	154.04
SA01246	20/11/2025	S03	C0152	E057	P013	5	15	2075.4	690.4
SA01247	31/05/2025	S10	C0146	E038	P019	4	15	2142.2	670.2
SA01248	24/11/2025	S05	C0258	E032	P029	1	20	160.14	56.14
SA01249	5/05/2026	S11	C0111	E127	P083	3	20	1391.4	269.4
SA01250	2/03/2025	S06	C0079	E054	P015	3	15	158.66	35.66
SA01251	3/07/2025	S08	C0201	E077	P085	2	0	783.46	319.46
SA01252	6/02/2026	S06	C0217	E122	P065	2	0	1724.84	724.84
SA01253	5/02/2026	S02	C0271	E073	P088	3	15	2224.62	823.62
SA01254	8/02/2026	S02	C0068	E083	P040	3	5	362.66	116.66
SA01255	8/11/2025	S08	C0084	E148	P081	5	0	591.65	151.65
SA01256	10/05/2026	S05	C0075	E054	P084	2	15	565.34	183.34
SA01257	10/01/2025	S06	C0053	E038	P054	2	5	867.06	409.06
SA01258	22/06/2025	S01	C0050	E092	P012	4	15	1025.54	125.54
SA01259	23/02/2025	S02	C0264	E087	P047	4	5	1524.14	560.14
SA01260	2/06/2025	S11	C0207	E063	P065	5	15	3665.28	1165.28
SA01261	4/09/2025	S07	C0251	E078	P016	1	0	40.27	14.27
SA01262	20/01/2026	S11	C0046	E119	P013	5	5	2319.57	934.57
SA01263	1/04/2026	S06	C0006	E031	P051	4	10	1085.26	145.26
SA01264	5/05/2025	S08	C0261	E058	P053	1	0	114.51	21.51
SA01265	7/05/2026	S05	C0049	E047	P035	1	20	323.03	66.03
SA01266	21/03/2026	S05	C0065	E026	P006	4	15	1400.36	384.36
SA01267	9/07/2025	S07	C0011	E101	P026	3	0	1704.12	546.12
SA01268	16/05/2026	S02	C0266	E150	P020	5	20	384.04	69.04
SA01269	1/08/2025	S11	C0061	E047	P047	5	0	2005.45	800.45
SA01270	6/01/2025	S09	C0229	E081	P042	5	5	1815.45	280.45
SA01271	12/05/2025	S10	C0106	E042	P095	1	0	560.86	272.86
SA01272	20/09/2025	S01	C0044	E032	P044	1	20	23.91	-0.09
SA01273	8/01/2026	S09	C0088	E109	P011	5	10	358.24	28.24
SA01274	4/11/2025	S01	C0266	E076	P050	1	5	377.22	129.22
SA01275	24/05/2025	S10	C0252	E081	P030	5	15	1393.45	473.45
SA01276	7/06/2026	S04	C0051	E012	P042	5	10	1719.9	184.9
SA01277	12/07/2025	S03	C0154	E056	P091	2	0	849.92	325.92
SA01278	10/08/2025	S10	C0184	E072	P035	2	20	646.06	132.06
SA01279	9/03/2026	S02	C0131	E067	P010	2	20	889.84	97.84
SA01280	14/02/2026	S08	C0043	E066	P086	4	5	2405.44	781.44
SA01281	28/07/2025	S02	C0138	E050	P062	4	5	3643.02	1651.02
SA01282	8/06/2026	S10	C0084	E108	P066	3	20	641.16	26.16
SA01283	21/03/2026	S07	C0014	E064	P005	2	10	470.5	170.5
SA01284	8/05/2025	S09	C0057	E141	P007	1	10	34.69	6.69
SA01285	4/12/2025	S11	C0046	E093	P005	4	0	1045.56	445.56
SA01286	30/05/2025	S04	C0141	E003	P100	3	10	2546.07	1079.07
SA01287	16/08/2025	S07	C0054	E032	P087	1	15	156.26	29.26
SA01288	10/11/2025	S10	C0251	E025	P035	2	20	646.06	132.06
SA01289	16/10/2025	S09	C0139	E026	P051	5	10	1356.57	181.57
SA01290	22/11/2025	S07	C0093	E089	P040	1	5	120.89	38.89
SA01291	17/02/2026	S08	C0066	E067	P004	5	20	372	57
SA01292	9/06/2025	S11	C0065	E037	P067	1	20	491.9	6.9
SA01293	1/10/2025	S01	C0190	E064	P098	4	20	718.59	142.59
SA01294	14/04/2026	S03	C0225	E091	P016	5	15	171.15	41.15
SA01295	21/10/2025	S05	C0220	E134	P086	4	20	2025.63	401.63
SA01296	31/03/2025	S05	C0209	E081	P022	2	10	805.95	325.95
SA01297	20/03/2025	S04	C0048	E043	P029	1	0	200.17	96.17
SA01298	28/03/2025	S05	C0253	E003	P054	5	0	2281.75	1136.75
SA01299	20/05/2025	S08	C0255	E132	P026	4	20	1817.73	273.73
SA01300	20/02/2026	S01	C0098	E002	P024	5	0	998.8	353.8
SA01301	20/12/2025	S04	C0271	E011	P053	4	20	366.43	-5.57
SA01302	22/06/2025	S11	C0269	E058	P056	5	15	1603.1	628.1
SA01303	11/01/2026	S03	C0264	E091	P085	2	0	783.46	319.46
SA01304	23/05/2026	S07	C0088	E096	P039	1	15	751.08	304.08
SA01305	13/09/2025	S09	C0061	E075	P034	1	10	51.92	8.92
SA01306	28/10/2025	S05	C0110	E001	P012	3	15	769.16	94.16
SA01307	11/08/2025	S05	C0264	E010	P067	5	15	2613.2	188.2
SA01308	15/05/2026	S01	C0183	E002	P050	4	20	1270.62	278.62
SA01309	3/12/2025	S05	C0182	E028	P064	5	15	632.7	247.7
SA01310	10/07/2025	S07	C0182	E003	P046	1	10	480.97	161.97
SA01311	19/05/2026	S04	C0044	E136	P066	1	15	227.08	22.08
SA01312	25/02/2026	S02	C0250	E002	P017	5	5	2854.04	474.04
SA01313	20/08/2025	S08	C0203	E096	P036	2	10	1179.81	391.81
SA01314	15/03/2026	S03	C0275	E069	P028	3	10	1146.99	159.99
SA01315	26/03/2026	S03	C0072	E091	P031	1	15	472.82	50.82
SA01316	3/01/2026	S04	C0057	E049	P074	4	0	2693.32	729.32
SA01317	17/05/2025	S07	C0216	E085	P060	3	0	261.78	102.78
SA01318	23/07/2025	S08	C0137	E031	P001	1	5	212.66	68.66
SA01319	23/05/2026	S11	C0066	E084	P071	4	15	2601.58	713.58
SA01320	3/02/2026	S03	C0057	E028	P097	4	20	608.22	8.22
SA01321	9/06/2025	S06	C0257	E004	P061	1	5	199.73	49.73
SA01322	17/12/2025	S07	C0005	E112	P009	2	0	1338.86	360.86
SA01323	16/10/2025	S08	C0043	E110	P081	4	10	425.99	73.99
SA01324	6/06/2025	S09	C0096	E064	P045	2	20	120.78	32.78
SA01325	27/09/2025	S04	C0220	E051	P091	3	0	1274.88	488.88
SA01326	30/05/2026	S10	C0093	E049	P016	4	0	161.08	57.08
SA01327	23/08/2025	S02	C0068	E103	P064	5	5	707.13	322.13
SA01328	16/07/2025	S03	C0219	E005	P001	1	10	201.46	57.46
SA01329	4/04/2025	S01	C0195	E105	P001	5	5	1063.29	343.29
SA01330	25/08/2025	S04	C0173	E110	P070	5	10	3779.32	1634.32
SA01331	7/06/2026	S07	C0027	E078	P093	4	0	569.52	269.52
SA01332	8/01/2026	S05	C0180	E108	P035	1	10	363.41	106.41
SA01333	18/02/2025	S03	C0021	E001	P062	2	10	1725.64	729.64
SA01334	6/08/2025	S05	C0242	E072	P086	1	10	569.71	163.71
SA01335	18/03/2026	S03	C0130	E126	P013	5	0	2441.65	1056.65
SA01336	8/11/2025	S02	C0050	E004	P033	3	10	1117.48	178.48
SA01337	6/12/2025	S06	C0186	E136	P015	5	5	295.54	90.54
SA01338	1/09/2025	S11	C0142	E054	P019	5	10	2835.27	995.27
SA01339	31/03/2025	S02	C0067	E031	P028	5	15	1805.44	160.44
SA01340	15/07/2025	S04	C0229	E026	P076	1	20	84.79	0.79
SA01341	18/12/2025	S05	C0243	E052	P040	1	20	101.8	19.8
SA01342	14/02/2025	S03	C0099	E108	P072	5	5	2543.53	803.53
SA01343	22/12/2025	S06	C0230	E031	P051	5	10	1356.57	181.57
SA01344	10/05/2026	S07	C0269	E129	P051	4	0	1205.84	265.84
SA01345	8/10/2025	S03	C0149	E012	P080	1	5	114.76	42.76
SA01346	14/07/2025	S07	C0254	E137	P018	5	0	2307.4	812.4
SA01347	19/06/2025	S08	C0261	E099	P093	5	0	711.9	336.9
SA01348	15/02/2026	S10	C0140	E053	P059	5	15	2095.89	415.89
SA01349	13/06/2025	S10	C0112	E003	P054	2	0	912.7	454.7
SA01350	31/05/2026	S09	C0133	E078	P090	5	15	1859.59	654.59
SA01351	2/10/2025	S09	C0061	E044	P006	2	10	741.37	233.37
SA01352	1/09/2025	S05	C0021	E038	P030	2	0	655.74	287.74
SA01353	4/10/2025	S01	C0128	E054	P078	3	5	2111.56	740.56
SA01354	2/01/2025	S11	C0178	E095	P098	5	0	1122.8	402.8
SA01355	28/09/2025	S03	C0210	E076	P019	3	0	1890.18	786.18
SA01356	11/01/2025	S06	C0113	E072	P044	3	0	89.67	17.67
SA01357	17/01/2025	S09	C0055	E098	P050	2	10	714.73	218.73
SA01358	31/07/2025	S08	C0113	E084	P016	3	20	96.65	18.65
SA01359	9/02/2026	S03	C0229	E060	P091	3	5	1211.14	425.14
SA01360	1/06/2025	S08	C0048	E127	P058	4	10	1390.43	146.43
SA01361	9/07/2025	S03	C0097	E146	P037	2	15	1548.53	592.53
SA01362	16/10/2025	S01	C0159	E042	P044	4	5	113.58	17.58
SA01363	12/07/2025	S02	C0074	E019	P078	2	15	1259.53	345.53
SA01364	11/04/2026	S11	C0207	E026	P009	4	5	2543.83	587.83
SA01365	13/01/2025	S10	C0052	E097	P047	5	5	1905.18	700.18
SA01366	23/04/2025	S01	C0023	E034	P021	4	0	677.52	309.52
SA01367	2/10/2025	S03	C0007	E003	P016	2	0	80.54	28.54
SA01368	13/12/2025	S02	C0104	E036	P014	1	20	434.56	143.56
SA01369	31/03/2026	S03	C0158	E085	P048	4	20	1826.53	-25.47
SA01370	7/09/2025	S01	C0279	E069	P084	4	5	1263.69	499.69
SA01371	22/01/2025	S01	C0053	E140	P100	5	0	4714.95	2269.95
SA01372	8/06/2026	S07	C0073	E001	P042	3	0	1146.6	225.6
SA01373	21/08/2025	S07	C0198	E038	P017	2	0	1201.7	249.7
SA01374	20/08/2025	S11	C0197	E029	P007	3	10	104.06	20.06
SA01375	23/04/2025	S04	C0053	E073	P021	4	5	643.64	275.64
SA01376	8/12/2025	S02	C0185	E022	P058	3	0	1158.69	225.69
SA01377	4/06/2025	S03	C0220	E136	P039	1	20	706.9	259.9
SA01378	5/07/2025	S11	C0218	E039	P042	3	20	917.28	-3.72
SA01379	21/10/2025	S06	C0054	E070	P085	3	20	940.15	244.15
SA01380	29/09/2025	S02	C0002	E039	P018	4	10	1661.33	465.33
SA01381	1/06/2025	S07	C0229	E123	P020	2	10	172.82	46.82
SA01382	14/03/2026	S05	C0075	E024	P028	1	0	424.81	95.81
SA01383	6/07/2025	S07	C0181	E082	P053	3	5	326.35	47.35
SA01384	8/05/2026	S07	C0171	E036	P060	4	15	296.68	84.68
SA01385	5/03/2026	S09	C0255	E138	P009	2	15	1138.03	160.03
SA01386	24/08/2025	S07	C0043	E149	P042	5	15	1624.35	89.35
SA01387	13/08/2025	S02	C0121	E093	P050	4	20	1270.62	278.62
SA01388	18/01/2025	S06	C0243	E035	P018	1	5	438.41	139.41
SA01389	24/12/2025	S06	C0072	E076	P006	1	0	411.87	157.87
SA01390	8/03/2026	S04	C0108	E058	P044	4	5	113.58	17.58
SA01391	1/05/2025	S03	C0194	E007	P005	1	5	248.32	98.32
SA01392	25/02/2025	S02	C0038	E123	P009	4	10	2409.95	453.95
SA01393	31/01/2025	S03	C0188	E037	P048	5	5	2711.25	396.25
SA01394	20/03/2025	S01	C0214	E039	P098	1	5	213.33	69.33
SA01395	24/05/2025	S09	C0154	E121	P058	2	15	656.59	34.59
SA01396	31/03/2026	S11	C0007	E074	P068	4	10	1216.12	428.12
SA01397	3/03/2025	S11	C0017	E045	P049	1	5	433.67	95.67
SA01398	12/01/2025	S07	C0217	E117	P089	5	5	3273.27	1513.27
SA01399	29/05/2026	S05	C0117	E109	P034	5	10	259.6	44.6
SA01400	5/04/2025	S09	C0194	E033	P074	2	10	1211.99	229.99
SA01401	27/02/2025	S04	C0201	E048	P037	2	15	1548.53	592.53
SA01402	21/03/2025	S08	C0245	E081	P039	5	20	3534.48	1299.48
SA01403	18/06/2025	S01	C0191	E109	P081	4	15	402.32	50.32
SA01404	22/04/2025	S02	C0040	E093	P041	2	10	708.98	246.98
SA01405	29/01/2025	S04	C0145	E042	P010	5	10	2502.68	522.68
SA01406	8/03/2025	S04	C0006	E080	P100	5	0	4714.95	2269.95
SA01407	26/07/2025	S11	C0017	E062	P053	2	20	183.22	-2.78
SA01408	15/02/2025	S10	C0248	E012	P074	3	0	2019.99	546.99
SA01409	6/04/2025	S05	C0005	E092	P036	1	10	589.91	195.91
SA01410	28/05/2026	S04	C0162	E101	P095	3	15	1430.19	566.19
SA01411	10/04/2025	S06	C0209	E129	P067	3	5	1752.38	297.38
SA01412	3/06/2025	S01	C0196	E123	P086	1	20	506.41	100.41
SA01413	25/10/2025	S03	C0078	E119	P037	5	0	4554.5	2164.5
SA01414	26/08/2025	S04	C0073	E042	P019	1	0	630.06	262.06
SA01415	20/06/2026	S06	C0230	E034	P077	5	20	1918.44	598.44
SA01416	4/01/2026	S10	C0221	E011	P065	3	10	2328.53	828.53
SA01417	2/08/2025	S10	C0039	E040	P083	4	5	2203.05	707.05
SA01418	10/04/2025	S01	C0074	E080	P080	5	15	513.4	153.4
SA01419	26/05/2026	S02	C0233	E081	P077	5	0	2398.05	1078.05
SA01420	15/06/2025	S02	C0144	E148	P022	2	10	805.95	325.95
